draftYear,categoryID,lastName,firstName,position,shootsCatches,heightIn,weightLbs,lastClub,lastLeague,birthDate,birthCity,birthStateProvince,birthCountry,midtermRank,finalRank
2018,1,Bouquot,Jacques,LW,L,72,170,READING,ECHL,2000-02-10,Columbus,OH,USA,194,206
2018,1,Crozier,Maxwell,D,R,73,195,Sioux Falls,USHL,2000-04-19,Calgary,AB,CAN,115,207
2018,1,Sanderson,Ben,LW,L,72,185,,,2000-07-05,Whitefish,MO,USA,,208
2018,1,McDonough,Aidan,LW,L,75,190,Cedar Rapids,USHL,1999-11-06,Milton,MA,USA,192,209
2018,1,Peresunko,Alexandr,RW,R,71,185,PRESOV,SLOVAKIA-2,2000-02-08,Kharkov,,UKR,186,210
2018,1,Schmidt,Colin,RW,R,76,219,,,2000-01-06,Maple Grove,MN,USA,198,211
2018,1,Morton,Samuel,C,L,71,153,CALGARY,AHL,1999-07-28,Benicia,CA,USA,,212
2018,1,Wooding,Teddy,C,R,71,164,,,1999-12-30,Wrentham,MA,USA,180,213
2018,1,Novak,Jakov,LW,L,74,202,Janesville,NAHL,1998-10-22,Windsor,ON,CAN,,214
2018,1,Koepke,Cole,LW,L,73,196,Sioux City,USHL,1998-05-17,Two Harbors,MN,USA,,215
2018,1,Krygier,Christian,D,L,74,192,Lincoln,USHL,2000-05-05,Orlando,FL,USA,159,216
2018,1,Dedov,Georgy,D,L,75,190,KRASNOYARSK,RUSSIA-2,1999-10-01,Podolsk,,RUS,920,217
2018,1,Busby,Dennis,D,R,70,194,Flint,OHL,2000-01-06,Richmond Hill,ON,CAN,922,918
2018,1,Malik,Zack,D,L,74,180,,,2000-08-03,Raleigh,NC,USA,919,919
2018,1,Stevens,Ryan,LW,L,71,178,,,2000-03-04,Rye,NY,USA,199,920
2018,1,Peckford,Ryan,LW,L,72,199,,,1999-03-04,Fort McMurray,AB,CAN,97,
2018,1,Cash,Logan,LW,L,74,175,,,2000-03-01,Halifax,NS,CAN,109,
2018,1,Costello,Braden,LW,L,73,199,,,2000-04-21,Gand Forks,ND,USA,112,
2018,1,Lyle,Brady,D,R,74,209,MINSK,RUSSIA,1999-06-06,North Bay,ON,CAN,127,
2018,1,Hugg,Rickard,C,L,71,190,SKELLEFTEA,SWEDEN,1999-01-18,Hudiksvall,,SWE,134,
2018,1,Krastenbergs,Renars,LW,L,71,185,MICHALOVCE,SLOVAKIA,1998-12-26,Riga,,LVA,137,
2018,1,Savage,Ryan,RW,R,71,185,,,2000-03-31,Montreal,QC,CAN,145,
2018,1,Schlaht,Wyatt,LW,L,72,184,BROWN,ECAC,2000-06-04,Denver,CO,USA,151,
2018,1,De Jong,Ethan,RW,R,70,175,BAKERSFIELD,AHL,1999-07-12,North Vancouver,ON,CAN,154,
2018,1,Thilander,Adam,D,R,72,190,,,1998-09-18,Skovde,,SWE,155,
2018,1,Nizhnikov,Kirill,RW,L,74,187,,,2000-03-29,Anapa,,RUS,161,
2018,1,Vorlicky,Michael,D,R,74,190,,,2000-07-17,Edina,MN,USA,167,
2018,1,Ginnell,Brad,LW,L,72,174,,,2000-07-04,Maple Ridge,BC,CAN,169,
2018,1,Halverson,Jordon,D,L,74,191,,,2000-04-10,Burnsville,MN,USA,172,
2018,1,Grouchy,Matthew,RW,L,73,174,,,1999-11-19,Labrador City,NL,CAN,174,
2018,1,Malm,James,LW,L,69,159,,,1999-06-25,Surrey,BC,CAN,176,
2018,1,Martel,Jordan,RW,R,73,187,WHEELING,ECHL,1998-02-24,Chicoutimi,QC,CAN,182,
2018,1,Levin,David,C,L,70,180,,,1999-09-16,Tel Avil,,ISR,183,
2018,1,McLeod,Wyatt,D,L,74,205,TROIS-RIVIERES,ECHL,2000-01-27,Quesnel,BC,CAN,184,
2018,1,Harsch,Reece,D,R,76,201,IDAHO,ECHL,1999-01-07,Grande Prairie,AB,CAN,188,
2018,1,Kannok-Leipert,Alex,D,R,71,193,Vancouver,WHL,2000-07-20,Nakhon Ratchasima,,THA,190,
2018,1,Schultheis,Benjamin,D,R,76,202,,,2000-02-17,Mount Juliet,TN,USA,191,
2018,1,Oksanen,Emil,LW,R,73,190,,,1998-09-25,Kirkkonummi,,FIN,193,
2018,1,Helgeson,Ben,C,L,72,188,,,2000-07-26,Roseau,MN,USA,195,
2018,1,Lapointe,Philippe,RW,R,71,183,MICHIGAN,BIG10,2000-02-29,Novi,MI,USA,201,
2018,1,Prokop,Noah,C,R,72,193,,,2000-01-15,Highlands Ranch,CO,USA,205,
2018,1,Westerlund,Emil,LW,L,73,189,,,1998-02-16,Linkoping,,SWE,209,
2018,1,Binner,Alexis,D,L,75,209,,,1998-12-03,Stockholm,,SWE,210,
2018,1,Grondin,Maxim,C,L,76,218,,,2000-07-04,Heasrt,ON,CAN,211,
2018,1,McElhaney,Nolan,D,R,75,180,,,1999-04-22,Yorba Linda,CA,USA,213,
2018,1,Blanchard,Gabriel,D,L,72,192,SACRED HEART,AH,2000-09-15,Buffalo,NY,USA,215,
2018,1,Onyebuchi,Montana,D,R,76,225,TUCSON,AHL,2000-03-08,Winnipeg,MB,CAN,216,
2018,1,Sweeney,Connor,LW,L,74,195,NEW HAMPSHIRE,H-EAST,2000-05-05,North Andover,MA,USA,217,
2018,2,Dahlin,Rasmus,D,L,75,185,Frolunda,SWEDEN,2000-04-13,Trollhattan,,SWE,1,1
2018,2,Boqvist,Adam,D,R,72,178,Brynas Jr.,SWEDEN-JR.,2000-08-15,Falun,,SWE,2,2
2018,2,Kravtsov,Vitali,RW,L,75,194,Chelyabinsk,RUSSIA,1999-12-23,Vladivostok,,RUS,10,3
2018,2,Kaut,Martin,RW,R,74,190,Pardubice,CZREP,1999-10-02,Brno,,CZE,11,4
2018,2,Ginning,Adam,D,L,76,206,Linkoping,SWEDEN,2000-01-13,Linkoping,,SWE,7,5
2018,2,Kotkaniemi,Jesperi,C,L,74,181,Assat,FINLAND,2000-07-06,Pori,,FIN,9,6
2018,2,Denisenko,Grigori,LW,R,71,172,Yaroslavl 2,RUSSIA-JR.,2000-06-24,Novosibirsk,,RUS,4,7
2018,2,Lundestrom,Isac,C,L,72,183,Lulea,SWEDEN,1999-11-06,Gallivare,,SWE,3,8
2018,2,Olofsson,Jacob,C,L,74,196,Timra,SWEDEN-2,2000-02-08,Pitea,,SWE,5,9
2018,2,Johansson,Filip,D,R,73,187,Leksand Jr.,SWEDEN-JR.,2000-03-23,Vasteras,,SWE,17,10
2018,2,Kupari,Rasmus,C,R,74,189,Karpat,FINLAND,2000-03-15,Kotka,,FIN,6,11
2018,2,Bokk,Dominik,RW,R,74,180,Vaxjo Jr.,SWEDEN-JR.,2000-02-03,Schweinfurt,,DEU,8,12
2018,2,Hallander,Filip,C,L,74,200,Timra,SWEDEN-2,2000-06-29,Sundsvall,,SWE,12,13
2018,2,Lundkvist,Nils,D,R,71,180,Lulea,SWEDEN,2000-07-27,Pitea,,SWE,41,14
2018,2,Fehervary,Martin,D,L,74,194,Oskarshamn,SWEDEN-2,1999-10-06,Bratislava,,SVK,15,15
2018,2,Jenik,Jan,RW,L,73,171,Benatky N. J.,CZREP-2,2000-09-15,Nymburk,,CZE,13,16
2018,2,Marchenko,Kirill,RW,R,75,187,Khanty-Mansiysk 2,RUSSIA-JR.,2000-07-21,Barnaul,,RUS,37,17
2018,2,Back,Oskar,C,L,75,204,Farjestad Jr.,SWEDEN-JR.,2000-03-12,Karlstad,,SWE,26,18
2018,2,Morozov,Ivan,C,R,73,196,Khanty-Mansiysk 2,RUSSIA-JR.,2000-05-05,Tyumen,,RUS,27,19
2018,2,Lauko,Jakub,C,L,72,196,Chomutov,CZREP,2000-03-28,Prague,,CZE,18,20
2018,2,Nordgren,Niklas,RW,R,69,183,HIFK Jr.,FINLAND-JR.,2000-05-04,Helsinki,,FIN,19,21
2018,2,Eriksson,Albin,RW,R,76,207,Skelleftea Jr.,SWEDEN-JR.,2000-07-20,Bollnas,,SWE,21,22
2018,2,Galeniuk,Danila,D,L,73,205,SKA ST. PETERSBURG,RUSSIA,2000-02-11,Tyumen,,RUS,25,23
2018,2,Gustafsson,David,C,L,74,196,HV 71,SWEDEN,2000-04-11,Tingsryd,,SWE,23,24
2018,2,Semykin,Dmitry,D,R,75,201,Stupino 2,RUSSIA-JR.,2000-02-24,Moscow,,RUS,20,25
2018,2,Bitsadze,Mikhail,C,L,71,172,,,1999-11-18,Tambov,,RUS,16,26
2018,2,Andersson,Axel,D,R,72,183,Djurgarden Jr.,SWEDEN-JR.,2000-02-10,Jarna,,SWE,22,27
2018,2,Ylonen,Jesse,RW,R,72,167,Espoo,FINLAND-2,1999-10-03,Scottsdale,AZ,USA,28,28
2018,2,Berggren,Jonatan,RW,L,71,183,Skelleftea Jr.,SWEDEN-JR.,2000-07-16,Uppsala,,SWE,24,30
2018,2,Iskhakov,Ruslan,C,L,68,152,CSKA 2,RUSSIA-JR.,2000-07-22,Moscow,,RUS,72,31
2018,2,Shen,Pavel,C,L,72,194,Khanty-Mansiysk 2,RUSSIA-JR.,1999-08-14,"Ufa, Russia",,RUS,30,32
2018,2,Kovalenko,Nikolai,RW,L,70,191,Yaroslavl 2,RUSSIA-JR.,1999-10-17,Raleigh,NC,USA,38,33
2018,2,Muranov,Ivan,LW,L,75,207,VLADIVOSTOK,RUSSIA,1999-10-06,Moscow,,RUS,104,34
2018,2,Tanus,Kristian,C,L,68,170,TAPPARA,FINLAND,2000-08-17,Tampere,,FIN,52,35
2018,2,Killinen,Lenni,RW,L,74,205,Blues Jr.,FINLAND-JR.,2000-06-15,Espoo,,FIN,33,36
2018,2,Westfalt,Marcus,C,L,75,203,Brynas,SWEDEN,2000-03-12,Stockholm,,SWE,44,37
2018,2,Seppala,Peetro,D,L,74,191,OREBRO,SWEDEN,2000-08-17,Kuusankoski,,FIN,83,38
2018,2,Karlsson,Linus,C,R,73,178,Karlskrona Jr.,SWEDEN-JR.,1999-11-16,"Savsjo, Sweden",,SWE,,39
2018,2,Kvasnica,Michal,RW,L,72,192,PROSTEJOV,CZECHIA-2,2000-04-17,Ostrava,,CZE,34,40
2018,2,Wernblom,Lukas,C,L,69,172,TPS,FINLAND,2000-07-22,Ornskoldsvik,,SWE,31,41
2018,2,Jakobsson,Carl,LW,L,74,191,VASTERAS,SWEDEN-2,2000-07-13,Limhamn,,SWE,36,42
2018,2,Buchtela,Ondrej,D,R,72,218,,,1999-11-08,Usti nad Labem,,CZE,42,43
2018,2,Ragnarsson,Jacob,D,L,72,176,Almtuna,SWEDEN-2,1999-09-23,Mountain View,CA,USA,32,44
2018,2,Zhilyakov,Bogdan,D,L,72,185,SARATOV,RUSSIA-2,2000-04-06,Chelyabinsk,,RUS,53,45
2018,2,Kurovsky,Daniel,RW,R,76,213,TRINEC,CZECHIA,1998-03-04,Havirov,,CZE,43,46
2018,2,Lilja,David,LW,L,71,173,LULEA,SWEDEN,2000-01-23,Karlskoga,,SWE,35,47
2018,2,Granberg,Fredrik,D,L,75,198,KALMAR,SWEDEN-2,2000-05-01,Gallivare,,SWE,51,49
2018,2,Zhuravlyov,Danila,D,L,72,163,Irbis Kazan,RUSSIA-JR.,2000-04-08,Nizhny Novgorod,,RUS,39,50
2018,2,Sharangovich,Yegor,C,L,74,196,Dynamo Minsk,RUSSIA,1998-06-06,Minsk,,BLR,71,51
2018,2,Gizatullin,Danil,LW,L,71,183,AKM TULA REGION,RUSSIA-2,2000-02-02,Kazan,,RUS,,52
2018,2,Dyadenkin,Danila,LW,R,72,172,NORILSK,RUSSIA-2,2000-03-16,Yaroslavl,,RUS,105,54
2018,2,Kalus,Jan,RW,R,72,187,,,1999-12-14,Ostrava,,CZE,45,55
2018,2,Solopanov,Nikita,D,L,72,183,VORONEZH,RUSSIA-2,2000-04-21,Voronezh,,RUS,110,56
2018,2,Salmela,Santeri,D,L,73,194,JOKERIT,FINLAND-2,2000-06-10,Lappeenranta,,FIN,54,57
2018,2,Nevasaari,Arttu,RW,R,71,190,,,2000-01-23,Oulu,,FIN,50,58
2018,2,Plasek,Karel,RW,L,72,180,Brno,CZREP,2000-07-28,Prerov,,CZE,46,59
2018,2,Malyshev,Anton,D,R,72,194,ZVEZDA MOSCOW,RUSSIA-2,2000-02-27,Yaroslavl,,RUS,,60
2018,2,Turkulainen,Jerry,LW,R,67,161,AJOIE,SWISS,1998-09-22,Mikkeli,,FIN,90,61
2018,2,Berni,Tim,D,L,72,183,GCK Zurich,SWISS-2,2000-02-11,Mannedorf,,CHE,93,62
2018,2,Zhabreyev,Alexander,C,L,68,165,DYNAMO ST. PETERSBURG,RUSSIA-2,2000-03-24,Chelyabinsk,,RUS,73,63
2018,2,Utunen,Toni,D,L,71,179,Leki,FINLAND-2,2000-04-27,Kokkola,,FIN,48,64
2018,2,Kirk,Liam,LW,L,72,180,Sheffield,ENGLAND,2000-01-03,Rotherham,,GBR,,65
2018,2,Romanov,Ivan,LW,L,73,200,TOGLIATTI,RUSSIA,1998-01-20,Panza,,RUS,109,67
2018,2,Grachyov,German,RW,R,70,178,,,1999-12-28,Cherepovets,,RUS,111,68
2018,2,Mansurov,Demid,LW,R,76,185,VOSKRESENSK,RUSSIA-2,2000-08-09,Chelyabinsk,,RUS,29,69
2018,2,Siikanen,Patrik,C,L,74,213,Blues Jr.,FINLAND-JR.,2000-04-16,Espoo,,FIN,100,70
2018,2,Dobias,Vojtech,RW,L,74,201,,,2000-07-18,Uherske Hradiste,,CZE,69,71
2018,2,Kalabushkin,Evgeni,D,L,72,187,TOGLIATTI,RUSSIA,1999-11-25,Stupino,,RUS,61,72
2018,2,Kropacek,Vojtech,LW,L,74,187,,,2000-05-22,Prague,,CZE,89,73
2018,2,Pucek,Roman,LW,L,75,191,PROSTEJOV,CZECHIA-2,2000-04-13,Vsetin,,CZE,47,74
2018,2,Svoboda,Matej,LW,L,72,185,,,2000-07-12,Brno,,CZE,68,75
2018,2,Kovacik,Kristian,C,L,72,191,,,2000-06-20,Trencin,,SVK,62,76
2018,2,Kowalczyk,Daniel,D,L,75,218,,,2000-06-23,Zlin,,CZE,49,77
2018,2,Syomin,Vladislav,D,L,76,227,TOGLIATTI,RUSSIA,1998-02-17,,,RUS,70,78
2018,2,Postnov,Egor,LW,L,72,160,,,2000-04-19,Moscow,,RUS,,79
2018,2,Bucko,Martin,D,R,74,190,MOUNTFIELD HK,CZECHIA,2000-05-13,Martin,,SVK,59,80
2018,2,Sir,Jan,C,R,74,209,KARLOVY VARY,CZECHIA,2000-01-26,Liberec,,CZE,64,81
2018,2,Gajarsky,Adam,RW,R,70,184,,,2000-03-14,Kromeriz,,CZE,65,82
2018,2,Klapka,Adam,LW,R,80,250,,,2000-09-14,Prague,,CZE,67,83
2018,2,Kukuca,Andrej,RW,R,74,189,BANSKA BYSTRICA,SLOVAKIA,1999-11-14,Trencin,,SVK,66,84
2018,2,Rtishchev,Nikita,RW,L,74,191,YUNISON-MOSCOW,RUSSIA-2,2000-05-23,Elektrostal,,RUS,63,85
2018,2,Polodyan,Alexei,LW,L,71,167,,,1998-07-30,St. Petersburg,,RUS,107,86
2018,2,Malmstrom,Henrik,D,L,78,200,VASTERAS,SWEDEN-2,1998-10-02,,,SWE,86,87
2018,2,Johansson,Simon,D,R,74,185,Djurgarden Jr.,SWEDEN-JR.,1999-06-14,Stockholm,,SWE,97,88
2018,2,Englund,Pontus,D,R,75,207,,,2000-07-15,Sundsvall,,SWE,88,89
2018,2,Gustavsson,Lucas,D,R,74,191,,,1999-05-13,Gavle,,SWE,96,90
2018,2,Sellgren,Jesper,D,L,72,191,Modo,SWEDEN-2,1998-06-11,Ornskoldsvik,,SWE,,91
2018,2,Granstrom,Jonathan,D,R,71,172,,,2000-05-08,Visby,,SWE,80,92
2018,2,Seemann,Vit,D,L,74,185,CHOMUTOV,CZECHIA-2,2000-06-06,Most,,CZE,82,93
2018,2,Adamek,Jakub,D,L,79,209,,,2000-04-13,Cesky Tesin,,CZE,79,94
2018,2,Schutz,Justin,LW,L,71,185,RB Hockey Akademia,CZREP-JR. U18,2000-06-24,Kassel,,DEU,113,95
2018,2,Cesanek,Boris,D,L,73,205,BANSKA BYSTRICA,SLOVAKIA,2000-07-09,Kezmarok,,SVK,,96
2018,2,Kizimov,Semyon,RW,L,72,185,Togliatti 2,RUSSIA-JR.,2000-01-19,Togliatti,,RUS,106,97
2018,2,Sik,Otakar,LW,L,71,187,SOKOLOV,CZECHIA-2,2000-04-04,Karlovy Vary,,CZE,,98
2018,2,Badanin,Roman,LW,L,70,165,,,2000-03-21,,,RUS,98,99
2018,2,Badanin,Ilya,RW,L,73,178,,,2000-03-21,,,RUS,99,100
2018,2,Toman,Radim,LW,R,70,176,JIHLAVA,CZECHIA-2,1999-10-06,Bohumin,,CZE,,101
2018,2,Kivenmaki,Otto,C,L,69,172,Assat Jr.,FINLAND-JR.,2000-03-24,Pori,,FIN,77,102
2018,2,Barandun,Davyd,D,L,71,200,DAVOS,SWISS,2000-01-02,Sumy,,UKR,115,103
2018,2,Pupak,Michal,D,R,74,181,,,1999-12-15,Nitra,,SVK,76,104
2018,2,Gegeris,Emils,RW,L,72,185,,,1999-07-23,Riga,,LVA,,105
2018,2,Schultz,Phillip,C,L,72,201,ESBJERG,DENMARK,2000-07-24,Redovre,,DNK,102,106
2018,2,Luusuaniemi,Aatu,RW,R,73,205,,,1999-01-06,Rovaniemi,,FIN,84,107
2018,2,Arrak,Robert,C,L,74,194,,,1999-04-01,Tallinn,,EST,117,108
2018,2,Kombe,Kristjan,C,L,74,190,KALPA,FINLAND,2000-03-28,Kuressaare,,EST,,109
2018,2,Zemba,Jan,LW,L,74,187,,,2000-07-04,Ostrava,,CZE,94,110
2018,2,Moser,Janis,D,L,73,183,Biel,SWISS,2000-06-06,Biel,,CHE,116,111
2018,2,Miranda,Marco,LW,L,75,198,GENEVE,SWISS,1998-06-02,Zurich,,CHE,123,112
2018,2,Gerber,Jeremi,RW,L,73,194,FRIBOURG,SWISS,2000-03-01,Bern,,CHE,118,113
2018,2,Halme,Aleksi,RW,L,72,194,,,1999-11-13,Tampere,,FIN,122,114
2018,2,Romanov,Alexander,D,L,71,185,CSKA 2,RUSSIA-JR.,2000-01-06,Moscow,,RUS,108,115
2018,2,Ketola,Juuso,D,R,72,194,HPK,FINLAND,2000-03-18,Ulvila,,FIN,112,116
2018,2,Kalkis,Roberts,D,L,74,220,FRYDEK-MISTEK,CZECHIA-2,1998-12-22,Riga,,LVA,121,117
2018,2,Sedlak,Zdenek,LW,R,74,202,ZLIN,CZECHIA-2,2000-03-23,Zlin,,CZE,119,118
2018,2,Lahtinen,Severi,RW,L,74,176,,,1998-12-13,Vantaa,,FIN,,119
2018,2,Buyalsky,Andrei,C,L,75,190,Dubuque,USHL,2000-08-18,Karaganda,,KAZ,,120
2018,2,Bernath,Filip,D,L,70,165,,,2000-03-12,Karlovy Vary,,CZE,,121
2018,2,Backehag,Adam,D,L,71,180,,,2000-03-07,Sater,,SWE,87,122
2018,2,Pakkila,Eetu,RW,L,72,172,Karpat Jr.,FINLAND-JR.,1999-10-03,,,FIN,,123
2018,2,Chrtek,Ondrej,C,L,73,165,,,1999-01-25,Jilemnice,,CZE,,125
2018,2,Nassen,Linus,C,L,71,178,FROLUNDA,SWEDEN,2000-05-17,Gothenburg,,SWE,60,126
2018,2,Koch,Magnus,D,L,73,218,,,2000-02-27,,,DNK,,127
2018,2,Oden,Joonas,RW,R,72,196,KOOKOO,FINLAND,2000-02-17,Tacoma,WA,USA,120,128
2018,2,Mortensen,Lasse,D,R,76,190,,,2000-07-30,,,DNK,101,129
2018,2,Drozdov,Ivan,RW,L,72,174,CSKA,RUSSIA,1999-11-15,Vitebsk,,BLR,,130
2018,2,Fagemo,Samuel,LW,R,72,194,Frolunda,SWEDEN,2000-03-14,Gothenburg,,SWE,40,
2018,2,Svensson,Jacob,C,L,73,180,TINGSRYD,SWEDEN-2,1998-10-02,,,SWE,55,
2018,2,Emanuelsson,Einar,RW,R,70,183,LULEA,SWEDEN,1997-04-03,Kiruna,,SWE,57,
2018,2,Bjurstrom,Alexander,LW,R,71,172,,,1998-04-02,Stockholm,,SWE,58,
2018,2,Kjellberg,Simon,D,L,75,202,Rogle Jr.,SWEDEN-JR.,2000-02-17,Nashville,TN,USA,74,
2018,2,Solem,Samuel,RW,L,73,205,STORHAMAR,NORWAY,1999-04-01,Lorenskog,,NOR,75,
2018,2,Sodergran,Johan,RW,L,74,205,Linkoping Jr.,SWEDEN-JR.,1999-11-20,Stockholm,,SWE,78,
2018,2,Lindberg,Gustav,LW,L,70,172,,,1999-12-14,Enkoping,,SWE,81,
2018,2,Sundin,Anton,D,L,76,196,,,1999-10-27,,,SWE,85,
2018,2,Worge Kreu,William,D,L,78,190,Linkoping Jr.,SWEDEN-JR.,2000-05-15,,,SWE,92,
2018,2,Berger,Joseph,D,L,73,194,MALMO,SWEDEN,1999-12-13,Visby,,SWE,95,
2018,2,Vaaler,Sondre Bolling,D,L,74,198,STJERNEN,NORWAY,2000-02-09,Klofta,,NOR,114,
2018,2,Petman,Ville,C,L,71,180,SAIPA,FINLAND,2000-01-18,Lappeenranta,,FIN,124,
2018,2,Betzold,Erik,RW,R,71,161,,,2000-01-18,Nordhausen,,DEU,125,
2018,3,Rodrigue,Olivier,G,L,73,156,Drummondville,QMJHL,2000-07-06,Chicoutimi,QC,CAN,2,1
2018,3,Mandolese,Kevin,G,L,76,188,Cape Breton,QMJHL,2000-08-22,Montreal,QC,CAN,4,2
2018,3,Gravel,Alexis,G,R,75,219,Halifax,QMJHL,2000-03-21,Berlin,,DEU,1,3
2018,3,Thiessen,Matthew,G,L,74,208,Steinbach,MJHL,2000-06-09,Steinbach,MB,CAN,11,4
2018,3,Karki,Keegan,G,L,76,207,,,2000-02-25,Sartell,MN,USA,7,5
2018,3,Bouthillier,Zachary,G,L,74,193,Chicoutimi,QMJHL,1999-11-08,Greenfield Park,QC,CAN,,6
2018,3,Hofer,Joel,G,L,76,174,Swift Current,WHL,2000-07-30,Winnipeg,MB,CAN,6,7
2018,3,Tendeck,David,G,R,73,173,Vancouver,WHL,1999-11-25,North Vancouver,BC,CAN,8,8
2018,3,Moe,Jared,G,R,75,205,Waterloo,USHL,1999-07-22,New Prague,MN,USA,9,10
2018,3,Propp,Christian,G,L,74,192,RAPID CITY,ECHL,1999-03-27,Oakville,ON,CAN,,11
2018,3,Hrenak,David,G,L,74,192,St. Cloud State,NCHC,1998-05-05,Povazska Bystrica,,SVK,14,12
2018,3,Ingham,Jacob,G,L,76,195,Mississauga,OHL,2000-06-10,Barrie,ON,CAN,3,13
2018,3,Prosvetov,Ivan,G,L,77,180,Youngstown,USHL,1999-03-05,Moscow,,RUS,12,14
2018,3,Kooy,Jordan,G,L,75,194,London,OHL,2000-04-30,Bradford,ON,CAN,13,15
2018,3,Gibson,Mitchell,G,L,73,189,Lone Star,NAHL,1999-06-25,Phoenixville,PA,USA,18,16
2018,3,Harvey,Samuel,G,L,72,185,BOLZANO,AUSTRIA,1998-02-04,Alma,QC,CAN,10,17
2018,3,Emond,Zachary,G,L,75,177,Rouyn-Noranda,QMJHL,2000-06-20,St-Cyprien,QC,CAN,16,18
2018,3,Outen,Tyriq,G,L,74,170,LONG ISLAND UNIVERSITY,IND NCAA,2000-08-16,Miramichi,NB,CAN,19,19
2018,3,Ovecka,Juraj,G,L,78,198,PRESOV,SLOVAKIA-2,1999-05-01,Skalica,,SVK,27,20
2018,3,Kucharski,Jacob,G,L,76,222,Des Moines,USHL,1999-09-25,Erie,PA,USA,5,21
2018,3,Paddock,Max,G,L,74,167,,,2000-06-15,Winnipeg,MB,CAN,,22
2018,3,Purpura,Vincent,G,R,78,194,READING,ECHL,1998-10-29,Lemont,IL,USA,,23
2018,3,McGovern,Duncan,G,L,74,190,,,2000-06-07,Winnipeg,MB,CAN,22,24
2018,3,Taylor,Ty,G,L,75,196,Vernon,BCHL,1999-07-05,Richmond,BC,CAN,,25
2018,3,Lebedeff,Daniel,G,L,74,194,SPORT,FINLAND,1999-05-23,Helsinki,,FIN,,26
2018,3,Kraws,Benjamin,G,L,76,172,,,2000-08-02,Trenton,NJ,USA,26,27
2018,3,Popovich,Anthony,G,L,74,194,,,1999-08-01,Belleville,ON,CAN,,28
2018,3,Moody,Daniel,G,L,74,180,,,2000-01-01,Miramichi,NB,CAN,21,29
2018,3,Deridder,Drew,G,L,70,168,ATLANTA,ECHL,2000-05-01,Fenton,MI,USA,28,30
2018,3,Donofrio,Nick,G,L,75,204,,,1999-11-19,Kolomna,,RUS,17,31
2018,3,Mor,Jonathan,G,L,74,197,,,2000-07-20,Highland Park,IL,USA,15,
2018,3,Fitzpatrick,Lucas,G,R,73,201,,,2000-07-04,St. John,NS,CAN,20,
2018,3,Scheel,Adam,G,L,75,190,COLORADO,AHL,1999-05-01,Lakewood,OH,USA,23,
2018,3,Ullan,Ryan,G,L,73,184,,,2000-07-29,Hibbing,MN,USA,24,
2018,3,Cote-Cazenave,Tristan,G,L,72,186,,,1999-10-12,Longueuil,QC,CAN,25,
2018,3,Stejskal,Zach,G,L,77,215,HOKKI,FINLAND-2,1999-12-20,Grand Rapids,MN,USA,29,
2018,3,Alexander,Jett,G,L,76,190,,,1999-11-08,Picton,ON,CAN,30,
2018,3,Rasmussen,Dayton,G,L,73,198,,,1998-11-04,Eden Prairie,MN,USA,31,
2018,4,Dostal,Lukas,G,L,73,166,Trebic,CZREP-2,2000-06-22,Brno,,CZE,3,1
2018,4,Skarek,Jakub,G,L,75,192,Jihlava,CZREP,1999-11-10,Jihlava,,CZE,1,2
2018,4,Miftakhov,Amir,G,L,72,172,Bars Kazan,RUSSIA-2,2000-04-26,Kazan,,RUS,2,3
2018,4,Annunen,Justus,G,L,76,209,Karpat Jr.,FINLAND-JR.,2000-03-11,Kempele,,FIN,5,4
2018,4,Lindbom,Olof,G,L,74,183,Djurgarden Jr.,SWEDEN-JR.,2000-07-23,Stockholm,,SWE,4,5
2018,4,Schmid,Akira,G,L,77,205,Langnau Jr.,SWISS-JR.,2000-05-12,Bern,,CHE,7,6
2018,4,Ersson,Samuel,G,L,75,202,Brynas Jr.,SWEDEN-JR.,1999-10-20,Falun,,SWE,6,7
2018,4,Melnichuk,Alexei,G,L,73,200,YAROSLAVL,RUSSIA,1998-06-29,St. Petersburg,,RUS,8,8
2018,4,Isayev,Daniil,G,L,72,172,YAROSLAVL,RUSSIA,2000-01-07,Yaroslavl,,RUS,9,9
2018,4,Durny,Roman,G,R,75,209,Des Moines,USHL,1998-05-28,Liptovsky Mikulas,,SVK,,9
2018,4,Dvorak,Daniel,G,L,75,183,,,2000-01-09,Hradec Kralove,,CZE,10,10
2018,4,Eliasson,Jesper,G,L,75,209,Troja-Ljungby Jr.,SWEDEN-JR. 2,2000-03-21,Eksjo,,SWE,13,11
2018,4,Huhtamaa,Jere,G,L,74,203,SHEFFIELD,ENGLAND,2000-04-10,Helsinki,,FIN,12,12
2018,4,Lindberg,Filip,G,L,73,194,U. Mass.,H-EAST,1999-01-31,Espoo,,FIN,,13
2018,4,Charlin,Stephane,G,L,75,185,LANGNAU,SWISS,2000-08-30,Geneva,,CHE,,14
2018,4,Myrenberg,Jesper,G,L,74,187,LINKOPING,SWEDEN,2000-04-08,Stockholm,,SWE,11,
2018,4,Pavlat,Dominik,G,L,74,176,ILVES,FINLAND,1999-11-11,Tabor,,CZE,14,
2018,4,Molder,Conrad,G,L,73,191,,,1999-10-06,Tallinn,,EST,15,
2017,1,Patrick,Nolan,C,R,74,199,Brandon,WHL,1998-09-19,Winnipeg,MB,CAN,1,1
2017,1,Hischier,Nico,C,L,74,179,Halifax,QMJHL,1999-01-04,Naters,,CHE,2,2
